objectid,name,tile,nd_value,resolution,creationda,raster,fileurl,spec_type,qual,reg_src,num_gcps,meanresz,active,qc,rel_ver,num_comp,st_area_sh,st_length_
"15141",10_42_1_1_5m_v2.0,10_42,-9999.00000000000,5.00000000000,2017-05-22,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/10_42/10_42_1_1_5m_v2.0.tar.gz,DEM,0.96521884000,ICESat,"514",0.00000000000,"1","2","5","76",2500000000.00000000000,200000.00000000000
"7237",15_37_2_1_5m_v2.0,15_37,-9999.00000000000,5.00000000000,2017-01-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/15_37/15_37_2_1_5m_v2.0.tar,DEM,0.75339808000,ICESat,"1560",0.02350000000,"1","2","4","33",2500000000.00000000000,200000.00000000000
"7091",15_39_1_2_5m_v2.0,15_39,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/15_39/15_39_1_2_5m_v2.0.tar,DEM,1.00000000000,ICESat,"810",0.00700000000,"1","2","4","31",2500000000.00000000000,200000.00000000000
"14014",27_46_2_1_5m_v2.0,27_46,-9999.00000000000,5.00000000000,2017-02-05,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/27_46/27_46_2_1_5m_v2.0.tar.gz,DEM,0.99976839000,ICESat,"810",-0.01100000000,"1","2","5","58",2500000000.00000000000,200000.00000000000
"7090",24_37_1_2_5m_v2.0,24_37,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/24_37/24_37_1_2_5m_v2.0.tar,DEM,0.46983629000,ICESat,"486",0.00200000000,"1","2","4","48",2500000000.00000000000,200000.00000000000
"12803",22_49_1_2_5m_v2.0,22_49,-9999.00000000000,5.00000000000,2017-05-23,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/22_49/22_49_1_2_5m_v2.0.tar.gz,DEM,0.01665061000,Neighbor Align,"0",0.83200000000,"1","2","5","18",2500000000.00000000000,200000.00000000000
"7093",15_39_2_2_5m_v2.0,15_39,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/15_39/15_39_2_2_5m_v2.0.tar,DEM,1.00000000000,ICESat,"810",0.00700000000,"1","2","4","31",2500000000.00000000000,200000.00000000000
"12161",27_47_1_1_5m_v2.0,27_47,-9999.00000000000,5.00000000000,2017-05-24,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/27_47/27_47_1_1_5m_v2.0.tar.gz,DEM,0.97507127000,ICESat,"1718",0.00200000000,"1","2","5","102",2500000000.00000000000,200000.00000000000
"7092",15_39_1_1_5m_v2.0,15_39,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/15_39/15_39_1_1_5m_v2.0.tar,DEM,0.99985541000,ICESat,"810",0.00700000000,"1","2","4","31",2500000000.00000000000,200000.00000000000
"7095",23_38_1_2_5m_v2.0,23_38,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/23_38/23_38_1_2_5m_v2.0.tar,DEM,1.00000000000,ICESat,"726",-0.01500000000,"1","2","4","24",2500000000.00000000000,200000.00000000000
"7094",15_39_2_1_5m_v2.0,15_39,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/15_39/15_39_2_1_5m_v2.0.tar,DEM,1.00000000000,ICESat,"810",0.00700000000,"1","2","4","31",2500000000.00000000000,200000.00000000000
"7097",23_38_2_2_5m_v2.0,23_38,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/23_38/23_38_2_2_5m_v2.0.tar,DEM,1.00000000000,ICESat,"726",-0.01500000000,"1","2","4","24",2500000000.00000000000,200000.00000000000
"7096",23_38_2_1_5m_v2.0,23_38,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/23_38/23_38_2_1_5m_v2.0.tar,DEM,1.00000000000,ICESat,"726",-0.01500000000,"1","2","4","24",2500000000.00000000000,200000.00000000000
"7083",10_39_2_1_5m_v2.0,10_39,-9999.00000000000,5.00000000000,2017-01-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/10_39/10_39_2_1_5m_v2.0.tar,DEM,0.99585941000,ICESat,"756",0.00000000000,"1","2","4","30",2500000000.00000000000,200000.00000000000
"7082",13_38_2_2_5m_v2.0,13_38,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/13_38/13_38_2_2_5m_v2.0.tar,DEM,0.96635131000,ICESat,"798",0.00300000000,"1","2","4","42",2500000000.00000000000,200000.00000000000
"13185",24_45_1_1_5m_v2.0,24_45,-9999.00000000000,5.00000000000,2017-05-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/24_45/24_45_1_1_5m_v2.0.tar.gz,DEM,1.00000000000,ICESat,"969",0.00000000000,"1","2","5","116",2500000000.00000000000,200000.00000000000
"7085",10_39_2_2_5m_v2.0,10_39,-9999.00000000000,5.00000000000,2017-01-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/10_39/10_39_2_2_5m_v2.0.tar,DEM,0.96207472000,ICESat,"756",0.00000000000,"1","2","4","30",2500000000.00000000000,200000.00000000000
"7084",10_39_1_2_5m_v2.0,10_39,-9999.00000000000,5.00000000000,2017-01-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/10_39/10_39_1_2_5m_v2.0.tar,DEM,0.97421438000,ICESat,"756",0.00000000000,"1","2","4","30",2500000000.00000000000,200000.00000000000
"12362",19_43_2_1_5m_v2.0,19_43,-9999.00000000000,5.00000000000,2017-05-05,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/19_43/19_43_2_1_5m_v2.0.tar.gz,DEM,1.00000000000,ICESat,"918",-0.00300000000,"1","2","5","45",2500000000.00000000000,200000.00000000000
"7087",24_37_2_1_5m_v2.0,24_37,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/24_37/24_37_2_1_5m_v2.0.tar,DEM,0.97703986000,ICESat,"486",0.00200000000,"1","2","4","48",2500000000.00000000000,200000.00000000000
"7086",10_39_1_1_5m_v2.0,10_39,-9999.00000000000,5.00000000000,2017-01-25,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/10_39/10_39_1_1_5m_v2.0.tar,DEM,0.97488830000,ICESat,"756",0.00000000000,"1","2","4","30",2500000000.00000000000,200000.00000000000
"7089",24_37_2_2_5m_v2.0,24_37,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/24_37/24_37_2_2_5m_v2.0.tar,DEM,0.98247714000,ICESat,"486",0.00200000000,"1","2","4","48",2500000000.00000000000,200000.00000000000
"7088",24_37_1_1_5m_v2.0,24_37,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/24_37/24_37_1_1_5m_v2.0.tar,DEM,0.29178367000,ICESat,"486",0.00200000000,"1","2","4","48",2500000000.00000000000,200000.00000000000
"14771",13_43_2_2_5m_v2.0,13_43,-9999.00000000000,5.00000000000,2017-05-22,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/13_43/13_43_2_2_5m_v2.0.tar.gz,DEM,0.19610188000,ICESat,"836",0.00000000000,"1","2","5","55",2500000000.00000000000,200000.00000000000
"7107",11_38_2_1_5m_v2.0,11_38,-9999.00000000000,5.00000000000,2017-01-26,,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v2.0/11_38/11_38_2_1_5m_v2.0.tar,DEM,0.93413286000,ICESat,"1156",0.03800000000,"1","2","4","50",2500000000.00000000000,200000.00000000000
